alpha,expectedWelfare,expectedPayment,expectedRevenue,ros
4.745000,48.519507,65.950123,-17.430616,0.735700
4.750000,48.522622,65.964912,-17.442290,0.735582
4.755000,48.525728,65.979671,-17.453943,0.735465
4.760000,48.528823,65.994398,-17.465574,0.735348
4.765000,48.531909,66.009094,-17.477185,0.735231
4.770000,48.534985,66.023760,-17.488774,0.735114
4.775000,48.538052,66.038394,-17.500343,0.734997
4.780000,48.541109,66.052999,-17.511890,0.734881
4.785000,48.544156,66.067572,-17.523416,0.734765
4.790000,48.547194,66.082116,-17.534922,0.734650
4.795000,48.550222,66.096628,-17.546406,0.734534
4.800000,48.553241,66.111111,-17.557870,0.734419
4.805000,48.556250,66.125564,-17.569314,0.734304
4.810000,48.559250,66.139986,-17.580736,0.734189
4.815000,48.562241,66.154379,-17.592138,0.734074
4.820000,48.565222,66.168741,-17.603519,0.733960
4.825000,48.568194,66.183074,-17.614880,0.733846
4.830000,48.571157,66.197378,-17.626220,0.733732
4.835000,48.574111,66.211651,-17.637540,0.733619
4.840000,48.577055,66.225895,-17.648840,0.733505
4.845000,48.579991,66.240110,-17.660119,0.733392
4.850000,48.582917,66.254296,-17.671378,0.733280
4.855000,48.585834,66.268452,-17.682617,0.733167
4.860000,48.588743,66.282579,-17.693836,0.733054
4.865000,48.591642,66.296677,-17.705035,0.732942
4.870000,48.594532,66.310746,-17.716214,0.732830
4.875000,48.597414,66.324786,-17.727372,0.732719
4.880000,48.600287,66.338798,-17.738511,0.732607
4.885000,48.603151,66.352781,-17.749630,0.732496
4.890000,48.606006,66.366735,-17.760729,0.732385
4.895000,48.608852,66.380661,-17.771809,0.732274
4.900000,48.611690,66.394558,-17.782868,0.732164
4.905000,48.614519,66.408427,-17.793908,0.732053
4.910000,48.617339,66.422267,-17.804929,0.731943
4.915000,48.620151,66.436080,-17.815929,0.731834
4.920000,48.622954,66.449864,-17.826911,0.731724
4.925000,48.625748,66.463621,-17.837873,0.731614
4.930000,48.628534,66.477350,-17.848815,0.731505
4.935000,48.631312,66.491050,-17.859738,0.731396
4.940000,48.634081,66.504723,-17.870642,0.731288
4.945000,48.636842,66.518369,-17.881527,0.731179
4.950000,48.639595,66.531987,-17.892392,0.731071
4.955000,48.642339,66.545577,-17.903238,0.730963
4.960000,48.645075,66.559140,-17.914065,0.730855
4.965000,48.647802,66.572675,-17.924873,0.730747
4.970000,48.650522,66.586184,-17.935662,0.730640
4.975000,48.653233,66.599665,-17.946432,0.730533
4.980000,48.655936,66.613119,-17.957183,0.730426
4.985000,48.658631,66.626546,-17.967916,0.730319
4.990000,48.661317,66.639947,-17.978629,0.730212
4.995000,48.663996,66.653320,-17.989324,0.730106
5.000000,48.666667,66.666667,-18.000000,0.730000
0.500000,0.446429,0.186012,0.260417,2.400000
0.505000,0.469201,0.197455,0.271746,2.376238
0.510000,0.492893,0.209480,0.283414,2.352941
0.515000,0.517533,0.222108,0.295425,2.330097
0.520000,0.543149,0.235364,0.307784,2.307692
0.525000,0.569769,0.249274,0.320495,2.285714
0.530000,0.597422,0.263861,0.333561,2.264151
0.535000,0.626139,0.279154,0.346985,2.242991
0.540000,0.655950,0.295178,0.360773,2.222222
0.545000,0.686886,0.311961,0.374925,2.201835
0.550000,0.718978,0.329531,0.389446,2.181818
0.555000,0.752258,0.347919,0.404339,2.162162
0.560000,0.786760,0.367155,0.419605,2.142857
0.565000,0.822516,0.387268,0.435248,2.123894
0.570000,0.859560,0.408291,0.451269,2.105263
0.575000,0.897927,0.430257,0.467670,2.086957
0.580000,0.937653,0.453199,0.484454,2.068966
0.585000,0.978771,0.477151,0.501620,2.051282
0.590000,1.021320,0.502149,0.519171,2.033898
0.595000,1.065336,0.528229,0.537107,2.016807
0.600000,1.110857,0.555429,0.555429,2.000000
0.605000,1.157921,0.583785,0.574136,1.983471
0.610000,1.206566,0.613338,0.593228,1.967213
0.615000,1.256833,0.644127,0.612706,1.951220
0.620000,1.308761,0.676193,0.632568,1.935484
0.625000,1.362392,0.709579,0.652813,1.920000
0.630000,1.417766,0.744327,0.673439,1.904762
0.635000,1.474927,0.780482,0.694445,1.889764
0.640000,1.533917,0.818089,0.715828,1.875000
0.645000,1.594779,0.857194,0.737585,1.860465
0.650000,1.657558,0.897844,0.759714,1.846154
0.655000,1.722299,0.940088,0.782211,1.832061
0.660000,1.789047,0.983976,0.805071,1.818182
0.665000,1.857848,1.029557,0.828291,1.804511
0.670000,1.928750,1.076886,0.851865,1.791045
0.675000,2.001801,1.126013,0.875788,1.777778
0.680000,2.077048,1.176994,0.900054,1.764706
0.685000,2.154541,1.229884,0.924657,1.751825
0.690000,2.234330,1.284740,0.949590,1.739130
0.695000,2.316466,1.341620,0.974846,1.726619
0.700000,2.401000,1.400583,1.000417,1.714286
0.705000,2.487984,1.461690,1.026293,1.702128
0.710000,2.577471,1.525003,1.052467,1.690141
0.715000,2.669514,1.590585,1.078928,1.678322
0.720000,2.764168,1.658501,1.105667,1.666667
0.725000,2.861488,1.728816,1.132672,1.655172
0.730000,2.961531,1.801598,1.159933,1.643836
0.735000,3.064352,1.876916,1.187436,1.632653
0.740000,3.170009,1.954839,1.215170,1.621622
0.745000,3.278561,2.035440,1.243121,1.610738
0.750000,3.390067,2.118792,1.271275,1.600000
0.755000,3.504586,2.204969,1.299617,1.589404
0.760000,3.622179,2.294047,1.328132,1.578947
0.765000,3.742908,2.386104,1.356804,1.568627
0.770000,3.866835,2.481219,1.385616,1.558442
0.775000,3.994022,2.579473,1.414550,1.548387
0.780000,4.124535,2.680948,1.443587,1.538462
0.785000,4.258437,2.785728,1.472710,1.528662
0.790000,4.395795,2.893898,1.501897,1.518987
0.795000,4.536674,3.005547,1.531128,1.509434
0.800000,4.681143,3.120762,1.560381,1.500000
0.805000,4.829269,3.239634,1.589634,1.490683
0.810000,4.981121,3.362256,1.618864,1.481481
0.815000,5.136769,3.488722,1.648047,1.472393
0.820000,5.296283,3.619127,1.677156,1.463415
0.825000,5.459737,3.753569,1.706168,1.454545
0.830000,5.627201,3.892147,1.735054,1.445783
0.835000,5.798749,4.034963,1.763786,1.437126
0.840000,5.974456,4.182119,1.792337,1.428571
0.845000,6.154397,4.333721,1.820676,1.420118
0.850000,6.338647,4.489875,1.848772,1.411765
0.855000,6.527284,4.650690,1.876594,1.403509
0.860000,6.720386,4.816277,1.904109,1.395349
0.865000,6.918031,4.986747,1.931284,1.387283
0.870000,7.120299,5.162217,1.958082,1.379310
0.875000,7.327271,5.342801,1.984469,1.371429
0.880000,7.539027,5.528620,2.010407,1.363636
0.885000,7.755652,5.719793,2.035859,1.355932
0.890000,7.977228,5.916444,2.060784,1.348315
0.895000,8.203839,6.118697,2.085142,1.340782
0.900000,8.435571,6.326679,2.108893,1.333333
0.905000,8.672511,6.540519,2.131992,1.325967
0.910000,8.914745,6.760348,2.154397,1.318681
0.915000,9.162362,6.986301,2.176061,1.311475
0.920000,9.415450,7.218512,2.196938,1.304348
0.925000,9.674101,7.457120,2.216982,1.297297
0.930000,9.938405,7.702264,2.236141,1.290323
0.935000,10.208455,7.954088,2.254367,1.283422
0.940000,10.484343,8.212735,2.271608,1.276596
0.945000,10.766164,8.478354,2.287810,1.269841
0.950000,11.054013,8.751094,2.302919,1.263158
0.955000,11.347987,9.031106,2.316881,1.256545
0.960000,11.648181,9.318545,2.329636,1.250000
0.965000,11.954696,9.613568,2.341128,1.243523
0.970000,12.267629,9.916333,2.351296,1.237113
0.975000,12.587081,10.227004,2.360078,1.230769
0.980000,12.913154,10.545743,2.367412,1.224490
0.985000,13.245950,10.872717,2.373233,1.218274
0.990000,13.585572,11.208097,2.377475,1.212121
0.995000,13.932125,11.552054,2.380071,1.206030
1.000000,14.285714,11.904762,2.380952,1.200000
1.005000,14.640196,12.260128,2.380068,1.194131
1.010000,14.989427,12.611975,2.377451,1.188507
1.015000,15.333509,12.960357,2.373152,1.183109
1.020000,15.672544,13.305322,2.367221,1.177915
1.025000,16.006629,13.646922,2.359707,1.172911
1.030000,16.335860,13.985206,2.350655,1.168082
1.035000,16.660332,14.320221,2.340111,1.163413
1.040000,16.980135,14.652015,2.328121,1.158894
1.045000,17.295359,14.980633,2.314725,1.154515
1.050000,17.606090,15.306122,2.299968,1.150265
1.055000,17.912414,15.628526,2.283887,1.146136
1.060000,18.214413,15.947889,2.266524,1.142121
1.065000,18.512168,16.264252,2.247916,1.138212
1.070000,18.805760,16.577659,2.228101,1.134404
1.075000,19.095264,16.888151,2.207113,1.130690
1.080000,19.380756,17.195767,2.184989,1.127066
1.085000,19.662311,17.500549,2.161763,1.123525
1.090000,19.940000,17.802534,2.137466,1.120065
1.095000,20.213894,18.101761,2.112133,1.116681
1.100000,20.484061,18.398268,2.085793,1.113369
1.105000,20.750570,18.692092,2.058477,1.110126
1.110000,21.013485,18.983269,2.030216,1.106948
1.115000,21.272870,19.271834,2.001036,1.103832
1.120000,21.528790,19.557823,1.970967,1.100776
1.125000,21.781305,19.841270,1.940035,1.097778
1.130000,22.030476,20.122208,1.908267,1.094834
1.135000,22.276360,20.400671,1.875689,1.091943
1.140000,22.519017,20.676692,1.842325,1.089102
1.145000,22.758501,20.950302,1.808200,1.086309
1.150000,22.994869,21.221532,1.773337,1.083563
1.155000,23.228174,21.490414,1.737759,1.080862
1.160000,23.458468,21.756979,1.701489,1.078204
1.165000,23.685803,22.021255,1.664548,1.075588
1.170000,23.910230,22.283272,1.626958,1.073013
1.175000,24.131798,22.543060,1.588739,1.070476
1.180000,24.350556,22.800646,1.549910,1.067977
1.185000,24.566550,23.056058,1.510493,1.065514
1.190000,24.779828,23.309324,1.470504,1.063087
1.195000,24.990434,23.560470,1.429964,1.060693
1.200000,25.198413,23.809524,1.388889,1.058333
1.205000,25.403808,24.056511,1.347297,1.056006
1.210000,25.606662,24.301456,1.305206,1.053709
1.215000,25.807017,24.544386,1.262632,1.051443
1.220000,26.004914,24.785324,1.219590,1.049206
1.225000,26.200393,25.024295,1.176097,1.046998
1.230000,26.393492,25.261324,1.132168,1.044818
1.235000,26.584251,25.496433,1.087818,1.042665
1.240000,26.772707,25.729647,1.043060,1.040539
1.245000,26.958897,25.960987,0.997910,1.038439
1.250000,27.142857,26.190476,0.952381,1.036364
1.255000,27.324623,26.418137,0.906486,1.034313
1.260000,27.504229,26.643991,0.860238,1.032286
1.265000,27.681710,26.868059,0.813650,1.030283
1.270000,27.857099,27.090364,0.766735,1.028303
1.275000,28.030428,27.310924,0.719503,1.026345
1.280000,28.201730,27.529762,0.671968,1.024409
1.285000,28.371036,27.746896,0.624140,1.022494
1.290000,28.538378,27.962348,0.576030,1.020600
1.295000,28.703785,28.176135,0.527649,1.018727
1.300000,28.867287,28.388278,0.479008,1.016873
1.305000,29.028913,28.598796,0.430117,1.015040
1.310000,29.188692,28.807706,0.380986,1.013225
1.315000,29.346652,29.015028,0.331624,1.011429
1.320000,29.502820,29.220779,0.282041,1.009652
1.325000,29.657224,29.424978,0.232247,1.007893
1.330000,29.809890,29.627641,0.182249,1.006151
1.335000,29.960843,29.828785,0.132058,1.004427
1.340000,30.110110,30.028429,0.081681,1.002720
1.345000,30.257716,30.226589,0.031127,1.001030
1.350000,30.403684,30.423280,-0.019596,0.999356
1.355000,30.548040,30.618520,-0.070481,0.997698
1.360000,30.690806,30.812325,-0.121519,0.996056
1.365000,30.832006,31.004710,-0.172704,0.994430
1.370000,30.971663,31.195690,-0.224027,0.992819
1.375000,31.109799,31.385281,-0.275482,0.991223
1.380000,31.246437,31.573499,-0.327062,0.989641
1.385000,31.381597,31.760358,-0.378760,0.988074
1.390000,31.515302,31.945872,-0.430570,0.986522
1.395000,31.647571,32.130056,-0.482485,0.984983
1.400000,31.778426,32.312925,-0.534500,0.983459
1.405000,31.907886,32.494492,-0.586607,0.981948
1.410000,32.035971,32.674772,-0.638801,0.980450
1.415000,32.162701,32.853778,-0.691076,0.978965
1.420000,32.288095,33.031522,-0.743428,0.977493
1.425000,32.412171,33.208020,-0.795849,0.976034
1.430000,32.534948,33.383283,-0.848336,0.974588
1.435000,32.656443,33.557325,-0.900882,0.973154
1.440000,32.776675,33.730159,-0.953483,0.971732
1.445000,32.895662,33.901796,-1.006134,0.970322
1.450000,33.013419,34.072250,-1.058830,0.968924
1.455000,33.129965,34.241532,-1.111567,0.967537
1.460000,33.245315,34.409654,-1.164339,0.966162
1.465000,33.359487,34.576629,-1.217143,0.964799
1.470000,33.472495,34.742468,-1.269973,0.963446
1.475000,33.584356,34.907183,-1.322827,0.962104
1.480000,33.695085,35.070785,-1.375700,0.960774
1.485000,33.804698,35.233285,-1.428588,0.959453
1.490000,33.913209,35.394695,-1.481486,0.958144
1.495000,34.020633,35.555025,-1.534392,0.956845
1.500000,34.126984,35.714286,-1.587302,0.955556
1.505000,34.232277,35.872489,-1.640211,0.954277
1.510000,34.336527,36.029644,-1.693117,0.953008
1.515000,34.439745,36.185761,-1.746016,0.951749
1.520000,34.541947,36.340852,-1.798905,0.950499
1.525000,34.643145,36.494926,-1.851781,0.949259
1.530000,34.743353,36.647993,-1.904640,0.948029
1.535000,34.842583,36.800062,-1.957479,0.946808
1.540000,34.940848,36.951144,-2.010296,0.945596
1.545000,35.038160,37.101248,-2.063088,0.944393
1.550000,35.134532,37.250384,-2.115852,0.943199
1.555000,35.229977,37.398561,-2.168584,0.942014
1.560000,35.324505,37.545788,-2.221283,0.940838
1.565000,35.418128,37.692074,-2.273946,0.939670
1.570000,35.510858,37.837428,-2.326570,0.938511
1.575000,35.602707,37.981859,-2.379153,0.937361
1.580000,35.693685,38.125377,-2.431692,0.936219
1.585000,35.783803,38.267989,-2.484186,0.935084
1.590000,35.873072,38.409704,-2.536631,0.933959
1.595000,35.961504,38.550530,-2.589026,0.932841
1.600000,36.049107,38.690476,-2.641369,0.931731
1.605000,36.135893,38.829551,-2.693657,0.930629
1.610000,36.221872,38.967761,-2.745889,0.929534
1.615000,36.307053,39.105116,-2.798062,0.928448
1.620000,36.391447,39.241623,-2.850175,0.927369
1.625000,36.475063,39.377289,-2.902226,0.926297
1.630000,36.557911,39.512124,-2.954213,0.925233
1.635000,36.640000,39.646134,-3.006134,0.924176
1.640000,36.721339,39.779326,-3.057987,0.923126
1.645000,36.801938,39.911709,-3.109771,0.922084
1.650000,36.881805,40.043290,-3.161485,0.921048
1.655000,36.960949,40.174076,-3.213126,0.920020
1.660000,37.039380,40.304073,-3.264694,0.918998
1.665000,37.117104,40.433290,-3.316186,0.917984
1.670000,37.194132,40.561734,-3.367602,0.916976
1.675000,37.270471,40.689410,-3.418939,0.915975
1.680000,37.346129,40.816327,-3.470198,0.914980
1.685000,37.421115,40.942490,-3.521375,0.913992
1.690000,37.495436,41.067906,-3.572471,0.913011
1.695000,37.569100,41.192583,-3.623483,0.912036
1.700000,37.642116,41.316527,-3.674411,0.911067
1.705000,37.714490,41.439743,-3.725253,0.910104
1.710000,37.786230,41.562239,-3.776009,0.909148
1.715000,37.857343,41.684021,-3.826677,0.908198
1.720000,37.927837,41.805094,-3.877257,0.907254
1.725000,37.997720,41.925466,-3.927746,0.906316
1.730000,38.066997,42.045142,-3.978145,0.905384
1.735000,38.135676,42.164128,-4.028452,0.904458
1.740000,38.203763,42.282430,-4.078667,0.903538
1.745000,38.271267,42.400055,-4.128788,0.902623
1.750000,38.338192,42.517007,-4.178814,0.901714
1.755000,38.404547,42.633293,-4.228746,0.900811
1.760000,38.470336,42.748918,-4.278581,0.899914
1.765000,38.535568,42.863888,-4.328320,0.899022
1.770000,38.600247,42.978208,-4.377961,0.898135
1.775000,38.664381,43.091885,-4.427504,0.897254
1.780000,38.727974,43.204922,-4.476948,0.896379
1.785000,38.791035,43.317327,-4.526292,0.895509
1.790000,38.853567,43.429103,-4.575536,0.894644
1.795000,38.915578,43.540257,-4.624680,0.893784
1.800000,38.977072,43.650794,-4.673721,0.892929
1.805000,39.038057,43.760718,-4.722661,0.892080
1.810000,39.098536,43.870034,-4.771498,0.891236
1.815000,39.158517,43.978749,-4.820232,0.890396
1.820000,39.218003,44.086866,-4.868862,0.889562
1.825000,39.277002,44.194390,-4.917388,0.888733
1.830000,39.335517,44.301327,-4.965810,0.887908
1.835000,39.393555,44.407681,-5.014126,0.887089
1.840000,39.451121,44.513458,-5.062337,0.886274
1.845000,39.508219,44.618660,-5.110442,0.885464
1.850000,39.564854,44.723295,-5.158440,0.884659
1.855000,39.621033,44.827365,-5.206332,0.883858
1.860000,39.676759,44.930876,-5.254117,0.883062
1.865000,39.732037,45.033831,-5.301794,0.882271
1.870000,39.786872,45.136236,-5.349364,0.881484
1.875000,39.841270,45.238095,-5.396825,0.880702
1.880000,39.895234,45.339412,-5.444179,0.879924
1.885000,39.948769,45.440192,-5.491423,0.879151
1.890000,40.001880,45.540438,-5.538559,0.878382
1.895000,40.054571,45.640156,-5.585585,0.877617
1.900000,40.106846,45.739348,-5.632502,0.876857
1.905000,40.158710,45.838020,-5.679310,0.876100
1.910000,40.210168,45.936176,-5.726007,0.875349
1.915000,40.261223,46.033818,-5.772595,0.874601
1.920000,40.311880,46.130952,-5.819072,0.873858
1.925000,40.362142,46.227582,-5.865439,0.873118
1.930000,40.412015,46.323711,-5.911696,0.872383
1.935000,40.461501,46.419343,-5.957842,0.871652
1.940000,40.510605,46.514482,-6.003877,0.870925
1.945000,40.559331,46.609132,-6.049801,0.870201
1.950000,40.607683,46.703297,-6.095614,0.869482
1.955000,40.655664,46.796980,-6.141316,0.868767
1.960000,40.703278,46.890185,-6.186906,0.868055
1.965000,40.750530,46.982915,-6.232386,0.867348
1.970000,40.797422,47.075175,-6.277753,0.866644
1.975000,40.843958,47.166968,-6.323010,0.865944
1.980000,40.890142,47.258297,-6.368155,0.865248
1.985000,40.935978,47.349166,-6.413188,0.864555
1.990000,40.981469,47.439579,-6.458110,0.863867
1.995000,41.026618,47.529538,-6.502920,0.863181
2.000000,41.071429,47.619048,-6.547619,0.862500
2.005000,41.115905,47.708111,-6.592206,0.861822
2.010000,41.160049,47.796731,-6.636682,0.861148
2.015000,41.203865,47.884911,-6.681045,0.860477
2.020000,41.247357,47.972654,-6.725298,0.859810
2.025000,41.290526,48.059965,-6.769438,0.859146
2.030000,41.333377,48.146845,-6.813468,0.858486
2.035000,41.375913,48.233298,-6.857385,0.857829
2.040000,41.418136,48.319328,-6.901192,0.857175
2.045000,41.460050,48.404937,-6.944887,0.856525
2.050000,41.501657,48.490128,-6.988471,0.855878
2.055000,41.542961,48.574904,-7.031943,0.855235
2.060000,41.583965,48.659270,-7.075304,0.854595
2.065000,41.624671,48.743226,-7.118555,0.853958
2.070000,41.665083,48.826777,-7.161694,0.853324
2.075000,41.705203,48.909925,-7.204723,0.852694
2.080000,41.745034,48.992674,-7.247640,0.852067
2.085000,41.784579,49.075026,-7.290447,0.851443
2.090000,41.823840,49.156983,-7.333144,0.850822
2.095000,41.862820,49.238550,-7.375730,0.850204
2.100000,41.901523,49.319728,-7.418205,0.849589
2.105000,41.939949,49.400520,-7.460571,0.848978
2.110000,41.978103,49.480930,-7.502826,0.848369
2.115000,42.015987,49.560959,-7.544972,0.847764
2.120000,42.053603,49.640611,-7.587008,0.847161
2.125000,42.090954,49.719888,-7.628934,0.846562
2.130000,42.128042,49.798793,-7.670751,0.845965
2.135000,42.164870,49.877328,-7.712458,0.845371
2.140000,42.201440,49.955496,-7.754056,0.844781
2.145000,42.237754,50.033300,-7.795546,0.844193
2.150000,42.273816,50.110742,-7.836926,0.843608
2.155000,42.309627,50.187825,-7.878198,0.843026
2.160000,42.345189,50.264550,-7.919361,0.842446
2.165000,42.380505,50.340922,-7.960416,0.841870
2.170000,42.415578,50.416941,-8.001363,0.841296
2.175000,42.450409,50.492611,-8.042202,0.840725
2.180000,42.485000,50.567934,-8.082934,0.840157
2.185000,42.519354,50.642912,-8.123557,0.839591
2.190000,42.553474,50.717547,-8.164074,0.839029
2.195000,42.587360,50.791843,-8.204483,0.838468
2.200000,42.621015,50.865801,-8.244786,0.837911
2.205000,42.654442,50.939423,-8.284981,0.837356
2.210000,42.687642,51.012713,-8.325070,0.836804
2.215000,42.720618,51.085671,-8.365053,0.836254
2.220000,42.753371,51.158301,-8.404930,0.835707
2.225000,42.785904,51.230605,-8.444701,0.835163
2.230000,42.818218,51.302584,-8.484366,0.834621
2.235000,42.850315,51.374241,-8.523926,0.834082
2.240000,42.882198,51.445578,-8.563381,0.833545
2.245000,42.913867,51.516598,-8.602730,0.833011
2.250000,42.945326,51.587302,-8.641975,0.832479
2.255000,42.976576,51.657692,-8.681116,0.831949
2.260000,43.007619,51.727771,-8.720152,0.831422
2.265000,43.038456,51.797540,-8.759084,0.830898
2.270000,43.069090,51.867002,-8.797912,0.830376
2.275000,43.099522,51.936159,-8.836637,0.829856
2.280000,43.129754,52.005013,-8.875258,0.829338
2.285000,43.159788,52.073565,-8.913777,0.828823
2.290000,43.189625,52.141817,-8.952192,0.828311
2.295000,43.219268,52.209773,-8.990505,0.827800
2.300000,43.248717,52.277433,-9.028715,0.827292
2.305000,43.277975,52.344799,-9.066824,0.826787
2.310000,43.307043,52.411874,-9.104830,0.826283
2.315000,43.335923,52.478659,-9.142735,0.825782
2.320000,43.364617,52.545156,-9.180539,0.825283
2.325000,43.393126,52.611367,-9.218242,0.824786
2.330000,43.421451,52.677294,-9.255843,0.824292
2.335000,43.449594,52.742939,-9.293344,0.823799
2.340000,43.477558,52.808303,-9.330745,0.823309
2.345000,43.505342,52.873388,-9.368046,0.822821
2.350000,43.532950,52.938197,-9.405247,0.822335
2.355000,43.560381,53.002730,-9.442348,0.821852
2.360000,43.587639,53.066990,-9.479350,0.821370
2.365000,43.614724,53.130978,-9.516254,0.820891
2.370000,43.641638,53.194696,-9.553058,0.820413
2.375000,43.668381,53.258145,-9.589764,0.819938
2.380000,43.694957,53.321329,-9.626372,0.819465
2.385000,43.721366,53.384247,-9.662881,0.818994
2.390000,43.747608,53.446902,-9.699293,0.818525
2.395000,43.773687,53.509295,-9.735608,0.818058
2.400000,43.799603,53.571429,-9.771825,0.817593
2.405000,43.825358,53.633304,-9.807946,0.817130
2.410000,43.850952,53.694922,-9.843970,0.816669
2.415000,43.876388,53.756285,-9.879898,0.816209
2.420000,43.901666,53.817395,-9.915729,0.815752
2.425000,43.926787,53.878252,-9.951465,0.815297
2.430000,43.951754,53.938859,-9.987105,0.814844
2.435000,43.976568,53.999218,-10.022650,0.814393
2.440000,44.001229,54.059329,-10.058100,0.813943
2.445000,44.025738,54.119194,-10.093455,0.813496
2.450000,44.050098,54.178814,-10.128716,0.813050
2.455000,44.074309,54.238192,-10.163883,0.812607
2.460000,44.098373,54.297329,-10.198956,0.812165
2.465000,44.122290,54.356225,-10.233935,0.811725
2.470000,44.146063,54.414883,-10.268821,0.811287
2.475000,44.169691,54.473304,-10.303613,0.810850
2.480000,44.193177,54.531490,-10.338313,0.810416
2.485000,44.216521,54.589441,-10.372921,0.809983
2.490000,44.239724,54.647160,-10.407436,0.809552
2.495000,44.262788,54.704647,-10.441859,0.809123
2.500000,44.285714,54.761905,-10.476190,0.808696
2.505000,44.308503,54.818934,-10.510431,0.808270
2.510000,44.331156,54.875735,-10.544579,0.807846
2.515000,44.353673,54.932311,-10.578637,0.807424
2.520000,44.376057,54.988662,-10.612605,0.807004
2.525000,44.398308,55.044790,-10.646482,0.806585
2.530000,44.420427,55.100696,-10.680269,0.806168
2.535000,44.442416,55.156382,-10.713966,0.805753
2.540000,44.464275,55.211849,-10.747574,0.805339
2.545000,44.486005,55.267097,-10.781092,0.804927
2.550000,44.507607,55.322129,-10.814522,0.804517
2.555000,44.529083,55.376945,-10.847863,0.804109
2.560000,44.550432,55.431548,-10.881115,0.803702
2.565000,44.571658,55.485937,-10.914279,0.803296
2.570000,44.592759,55.540115,-10.947356,0.802893
2.575000,44.613738,55.594082,-10.980345,0.802491
2.580000,44.634594,55.647841,-11.013246,0.802090
2.585000,44.655330,55.701391,-11.046061,0.801691
2.590000,44.675946,55.754734,-11.078788,0.801294
2.595000,44.696443,55.807872,-11.111429,0.800899
2.600000,44.716822,55.860806,-11.143984,0.800504
2.605000,44.737083,55.913536,-11.176453,0.800112
2.610000,44.757228,55.966065,-11.208836,0.799721
2.615000,44.777258,56.018392,-11.241134,0.799331
2.620000,44.797173,56.070520,-11.273347,0.798943
2.625000,44.816974,56.122449,-11.305475,0.798557
2.630000,44.836663,56.174181,-11.337518,0.798172
2.635000,44.856240,56.225716,-11.369476,0.797789
2.640000,44.875705,56.277056,-11.401351,0.797407
2.645000,44.895060,56.328202,-11.433142,0.797026
2.650000,44.914306,56.379155,-11.464849,0.796647
2.655000,44.933443,56.429917,-11.496473,0.796270
2.660000,44.952472,56.480487,-11.528014,0.795894
2.665000,44.971395,56.530868,-11.559473,0.795519
2.670000,44.990211,56.581059,-11.590849,0.795146
2.675000,45.008922,56.631064,-11.622142,0.794774
2.680000,45.027528,56.680881,-11.653354,0.794404
2.685000,45.046030,56.730513,-11.684484,0.794035
2.690000,45.064429,56.779961,-11.715532,0.793668
2.695000,45.082726,56.829225,-11.746499,0.793302
2.700000,45.100921,56.878307,-11.777386,0.792937
2.705000,45.119015,56.927207,-11.808192,0.792574
2.710000,45.137010,56.975927,-11.838917,0.792212
2.715000,45.154905,57.024467,-11.869562,0.791851
2.720000,45.172701,57.072829,-11.900128,0.791492
2.725000,45.190400,57.121014,-11.930614,0.791134
2.730000,45.208001,57.169021,-11.961020,0.790778
2.735000,45.225506,57.216854,-11.991347,0.790423
2.740000,45.242916,57.264512,-12.021596,0.790069
2.745000,45.260230,57.311996,-12.051766,0.789717
2.750000,45.277450,57.359307,-12.081858,0.789365
2.755000,45.294576,57.406447,-12.111871,0.789015
2.760000,45.311609,57.453416,-12.141807,0.788667
2.765000,45.328550,57.500215,-12.171665,0.788320
2.770000,45.345399,57.546845,-12.201446,0.787974
2.775000,45.362158,57.593308,-12.231150,0.787629
2.780000,45.378825,57.639603,-12.260777,0.787286
2.785000,45.395404,57.685731,-12.290328,0.786943
2.790000,45.411893,57.731695,-12.319802,0.786602
2.795000,45.428293,57.777494,-12.349200,0.786263
2.800000,45.444606,57.823129,-12.378523,0.785924
2.805000,45.460832,57.868602,-12.407770,0.785587
2.810000,45.476971,57.913913,-12.436941,0.785251
2.815000,45.493025,57.959063,-12.466038,0.784917
2.820000,45.508993,58.004053,-12.495060,0.784583
2.825000,45.524876,58.048883,-12.524007,0.784251
2.830000,45.540675,58.093555,-12.552880,0.783920
2.835000,45.556391,58.138070,-12.581679,0.783590
2.840000,45.572024,58.182428,-12.610404,0.783261
2.845000,45.587574,58.226630,-12.639056,0.782933
2.850000,45.603043,58.270677,-12.667634,0.782607
2.855000,45.618430,58.314569,-12.696139,0.782282
2.860000,45.633737,58.358308,-12.724571,0.781958
2.865000,45.648964,58.401895,-12.752931,0.781635
2.870000,45.664111,58.445329,-12.781219,0.781313
2.875000,45.679179,58.488613,-12.809434,0.780993
2.880000,45.694169,58.531746,-12.837577,0.780673
2.885000,45.709081,58.574730,-12.865649,0.780355
2.890000,45.723915,58.617565,-12.893649,0.780038
2.895000,45.738673,58.660252,-12.921578,0.779722
2.900000,45.753355,58.702791,-12.949437,0.779407
2.905000,45.767961,58.745185,-12.977224,0.779093
2.910000,45.782491,58.787432,-13.004941,0.778780
2.915000,45.796947,58.829535,-13.032588,0.778469
2.920000,45.811329,58.871494,-13.060165,0.778158
2.925000,45.825637,58.913309,-13.087672,0.777849
2.930000,45.839872,58.954981,-13.115110,0.777540
2.935000,45.854034,58.996512,-13.142478,0.777233
2.940000,45.868124,59.037901,-13.169777,0.776927
2.945000,45.882142,59.079149,-13.197008,0.776622
2.950000,45.896089,59.120258,-13.224169,0.776317
